shape,n,run,phase,ms,identity_size,identity_capacity,type_slots,member_size,member_capacity,typeref_size,private_bytes,working_set,peak_working_set
aggregate,16384,0,publish_commit,1.606400,2,66,1,16384,18432,22,5931008,9785344,10600448
aggregate,16384,1,parse,1.854900,2,66,1,16384,18432,22,6152192,9900032,10899456
aggregate,16384,1,publish_commit,1.282200,2,66,1,16384,18432,22,6152192,9900032,10899456
aggregate,16384,2,parse,1.887200,2,66,1,16384,18432,22,6320128,9928704,10899456
aggregate,16384,2,publish_commit,1.432100,2,66,1,16384,18432,22,6320128,9928704,10899456
aggregate,16384,3,parse,1.509100,2,66,1,16384,18432,22,6217728,9912320,10899456
aggregate,16384,3,publish_commit,1.416100,2,66,1,16384,18432,22,6217728,9912320,10899456
enum,16384,0,parse,136.259600,2,66,1,0,0,22,6844416,10600448,10899456
enum,16384,0,publish_commit,1.218700,2,66,1,0,0,22,6844416,10600448,10899456
enum,16384,1,parse,142.054600,2,66,1,0,0,22,6688768,10473472,10899456
enum,16384,1,publish_commit,1.079900,2,66,1,0,0,22,6688768,10473472,10899456
enum,16384,2,parse,133.546500,2,66,1,0,0,22,6684672,10555392,10899456
enum,16384,2,publish_commit,1.308900,2,66,1,0,0,22,6684672,10555392,10899456
enum,16384,3,parse,139.644000,2,66,1,0,0,22,6684672,10543104,10899456
enum,16384,3,publish_commit,1.074900,2,66,1,0,0,22,6684672,10543104,10899456
fan_out,512,0,commit,0.013000,515,711,513,1024,1152,534,1400832,5853184,10899456
fan_out,512,1,commit,0.010600,515,711,513,1536,1728,534,1396736,5857280,10899456
fan_out,512,2,commit,0.013400,515,711,513,2048,2304,534,1396736,5877760,10899456
fan_out,512,3,commit,0.010100,515,711,513,2560,2880,534,1396736,5894144,10899456
fan_in,512,0,commit,0.170700,517,711,514,1024,1152,535,1777664,5967872,10899456
fan_in,512,1,commit,0.175100,517,711,514,1536,1728,535,1421312,5918720,10899456
fan_in,512,2,commit,0.173900,517,711,514,2048,2304,535,1437696,5922816,10899456
fan_in,512,3,commit,0.172100,517,711,514,2560,2880,535,1421312,5914624,10899456
fan_out,2048,0,commit,0.040600,2051,2398,2049,4096,4608,2070,3297280,7131136,10899456
fan_out,2048,1,commit,0.043700,2051,2398,2049,6144,6912,2070,2883584,7131136,10899456
fan_out,2048,2,commit,0.039700,2051,2398,2049,8192,9216,2070,2846720,7168000,10899456
fan_out,2048,3,commit,0.050500,2051,2398,2049,10240,11520,2070,2846720,7204864,10899456
fan_in,2048,0,commit,0.697000,2053,2398,2050,4096,4608,2071,2404352,6868992,10899456
fan_in,2048,1,commit,0.707800,2053,2398,2050,6144,6912,2071,2482176,6938624,10899456
fan_in,2048,2,commit,0.691000,2053,2398,2050,8192,9216,2071,2523136,6942720,10899456
fan_in,2048,3,commit,0.743500,2053,2398,2050,10240,11520,2071,2539520,6934528,10899456
fan_out,8192,0,commit,0.142000,8195,12138,8193,16384,18432,8214,7979008,11857920,13119488
fan_out,8192,1,commit,0.212400,8195,12138,8193,24576,27648,8214,6807552,11014144,13119488
fan_out,8192,2,commit,0.173300,8195,12138,8193,32768,36864,8214,8732672,12009472,13119488
fan_out,8192,3,commit,0.177700,8195,12138,8193,40960,46080,8214,8536064,12148736,13119488
fan_in,8192,0,commit,2.654100,8197,12138,8194,16384,18432,8215,7036928,11022336,13119488
fan_in,8192,1,commit,2.751200,8197,12138,8194,24576,27648,8215,6488064,10706944,13119488
fan_in,8192,2,commit,2.682400,8197,12138,8194,32768,36864,8215,6995968,11014144,13119488
fan_in,8192,3,commit,2.755500,8197,12138,8194,40960,46080,8215,6574080,10797056,13119488
fan_out,16384,0,commit,0.279900,16387,18435,16385,32768,36864,16406,13647872,17301504,19550208
fan_out,16384,1,commit,0.323000,16387,18435,16385,49152,55296,16406,14327808,17498112,19550208
fan_out,16384,2,commit,0.355300,16387,18435,16385,65536,73728,16406,14921728,18075648,19550208
fan_out,16384,3,commit,0.375000,16387,18435,16385,81920,92160,16406,14921728,18386944,19550208
fan_in,16384,0,commit,5.278100,16389,18437,16386,32768,36864,16407,12128256,15388672,19550208
fan_in,16384,1,commit,5.266700,16389,18437,16386,49152,55296,16407,11825152,15339520,19550208
fan_in,16384,2,commit,5.165000,16389,18437,16386,65536,73728,16407,11382784,15220736,19550208
fan_in,16384,3,commit,5.347800,16389,18437,16386,81920,92160,16407,12308480,15663104,19550208
churn,128,0,g0,0.100200,2,66,1,128,192,22,2019328,5791744,19550208
churn,128,100,delta,0.008100,2,66,1,12928,13536,22,1769472,6205440,19550208
churn,128,500,delta,0.008100,2,66,1,64128,65232,22,4050944,7933952,19550208
churn,128,501,g0,0.104600,2,66,1,128,192,22,4091904,7970816,19550208
churn,128,502,g0,0.043900,2,66,1,128,192,22,4091904,7974912,19550208
churn,128,503,g0,0.035700,2,66,1,128,192,22,4091904,7974912,19550208
type_churn,8,0,g0,0.070100,2,66,1,0,0,22,1155072,5640192,19550208
type_churn,8,100,delta,0.002500,9,66,101,0,0,122,1175552,5652480,19550208
type_churn,8,500,delta,0.002500,9,66,501,0,0,522,1310720,5771264,19550208
type_churn,8,501,g0,0.041400,9,73,1,0,0,22,1310720,5771264,19550208
type_churn,8,502,g0,0.040000,9,73,1,0,0,22,1187840,5672960,19550208
type_churn,8,503,g0,0.029100,9,73,1,0,0,22,1187840,5672960,19550208
