shape,n,run,phase,ms,identity_size,identity_capacity,type_slots,member_size,member_capacity,typeref_size,private_bytes,working_set,peak_working_set
aggregate,4096,3,publish_commit,0.408600,2,66,1,4096,4608,22,2170880,6467584,6770688
enum,4096,0,parse,10.795400,2,66,1,0,0,22,2396160,6664192,6770688
enum,4096,0,publish_commit,0.347000,2,66,1,0,0,22,2396160,6664192,6770688
enum,4096,1,parse,13.063900,2,66,1,0,0,22,2396160,6688768,6848512
enum,4096,1,publish_commit,0.568000,2,66,1,0,0,22,2396160,6688768,6848512
enum,4096,2,parse,10.735100,2,66,1,0,0,22,2396160,6635520,6848512
enum,4096,2,publish_commit,0.388600,2,66,1,0,0,22,2396160,6635520,6848512
enum,4096,3,parse,10.779900,2,66,1,0,0,22,2396160,6664192,6848512
enum,4096,3,publish_commit,0.331900,2,66,1,0,0,22,2396160,6664192,6848512
aggregate,16384,0,parse,1.860800,2,66,1,16384,18432,22,5672960,9785344,10887168
aggregate,16384,0,publish_commit,1.491100,2,66,1,16384,18432,22,5672960,9785344,10887168
aggregate,16384,1,parse,1.906200,2,66,1,16384,18432,22,5955584,9859072,10887168
aggregate,16384,1,publish_commit,1.232600,2,66,1,16384,18432,22,5955584,9859072,10887168
aggregate,16384,2,parse,1.903700,2,66,1,16384,18432,22,5828608,9842688,10887168
aggregate,16384,2,publish_commit,1.304000,2,66,1,16384,18432,22,5828608,9842688,10887168
aggregate,16384,3,parse,1.746600,2,66,1,16384,18432,22,6180864,9916416,10887168
aggregate,16384,3,publish_commit,1.425300,2,66,1,16384,18432,22,6180864,9916416,10887168
enum,16384,0,parse,138.794800,2,66,1,0,0,22,6848512,10563584,10887168
enum,16384,0,publish_commit,1.232600,2,66,1,0,0,22,6848512,10563584,10887168
enum,16384,1,parse,138.146100,2,66,1,0,0,22,6766592,10522624,10887168
enum,16384,1,publish_commit,1.295200,2,66,1,0,0,22,6766592,10522624,10887168
enum,16384,2,parse,140.077700,2,66,1,0,0,22,6766592,10567680,10887168
enum,16384,2,publish_commit,1.312300,2,66,1,0,0,22,6766592,10567680,10887168
enum,16384,3,parse,142.761500,2,66,1,0,0,22,6766592,10567680,10887168
enum,16384,3,publish_commit,1.293300,2,66,1,0,0,22,6766592,10567680,10887168
fan_out,512,0,commit,0.095400,515,579,513,1024,1152,534,1392640,5869568,10887168
fan_out,512,1,commit,0.092600,515,579,513,1536,1728,534,1388544,5861376,10887168
fan_out,512,2,commit,0.088200,515,579,513,2048,2304,534,1671168,5894144,10887168
fan_out,512,3,commit,0.089400,515,579,513,2560,2880,534,1671168,5890048,10887168
fan_in,512,0,commit,0.232500,517,581,514,1024,1152,535,1671168,5935104,10887168
fan_in,512,1,commit,0.235700,517,581,514,1536,1728,535,1671168,5943296,10887168
fan_in,512,2,commit,0.237600,517,581,514,2048,2304,535,1671168,5976064,10887168
fan_in,512,3,commit,0.242500,517,581,514,2560,2880,535,1671168,5984256,10887168
fan_out,2048,0,commit,0.842500,2051,2307,2049,4096,4608,2070,2539520,6987776,10887168
fan_out,2048,1,commit,0.790400,2051,2307,2049,6144,6912,2070,3063808,7217152,10887168
fan_out,2048,2,commit,0.798300,2051,2307,2049,8192,9216,2070,2617344,7057408,10887168
fan_out,2048,3,commit,0.820000,2051,2307,2049,10240,11520,2070,3055616,7364608,10887168
fan_in,2048,0,commit,1.162500,2053,2309,2050,4096,4608,2071,2408448,6823936,10887168
fan_in,2048,1,commit,1.150900,2053,2309,2050,6144,6912,2071,2478080,6901760,10887168
fan_in,2048,2,commit,1.225400,2053,2309,2050,8192,9216,2071,2437120,6881280,10887168
fan_in,2048,3,commit,1.193300,2053,2309,2050,10240,11520,2071,2551808,6909952,10887168
fan_out,8192,0,commit,10.470400,8195,9219,8193,16384,18432,8214,7303168,11337728,12951552
fan_out,8192,1,commit,10.487400,8195,9219,8193,24576,27648,8214,7389184,11407360,12951552
fan_out,8192,2,commit,10.362600,8195,9219,8193,32768,36864,8214,9031680,12476416,12951552
fan_out,8192,3,commit,10.306900,8195,9219,8193,40960,46080,8214,9048064,12865536,12951552
fan_in,8192,0,commit,8.911500,8197,9221,8194,16384,18432,8215,6991872,11005952,12951552
fan_in,8192,1,commit,7.234800,8197,9221,8194,24576,27648,8215,6901760,10989568,12951552
fan_in,8192,2,commit,7.351700,8197,9221,8194,32768,36864,8215,7077888,11026432,12951552
fan_in,8192,3,commit,7.143100,8197,9221,8194,40960,46080,8215,7061504,11083776,12951552
fan_out,16384,0,commit,39.971100,16387,18435,16385,32768,36864,16406,15667200,18550784,19853312
fan_out,16384,1,commit,40.044100,16387,18435,16385,49152,55296,16406,15618048,18604032,19853312
fan_out,16384,2,commit,39.198000,16387,18435,16385,65536,73728,16406,16224256,19005440,19853312
fan_out,16384,3,commit,39.183000,16387,18435,16385,81920,92160,16406,15384576,18673664,19853312
fan_in,16384,0,commit,22.256000,16389,18437,16386,32768,36864,16407,11669504,15597568,19853312
fan_in,16384,1,commit,21.877800,16389,18437,16386,49152,55296,16407,12075008,15683584,19853312
fan_in,16384,2,commit,22.596500,16389,18437,16386,65536,73728,16407,11993088,15716352,19853312
fan_in,16384,3,commit,22.029600,16389,18437,16386,81920,92160,16407,12275712,15962112,19853312
churn,128,0,g0,0.153700,131,195,1,128,192,22,1368064,5734400,19853312
churn,128,100,delta,0.008300,131,195,1,12928,13536,22,1843200,6238208,19853312
churn,128,500,delta,0.008300,131,195,1,64128,65232,22,4300800,8265728,19853312
churn,128,501,g0,0.064600,262,326,1,128,192,22,4300800,8265728,19853312
churn,128,502,g0,0.038900,393,457,1,128,192,22,4300800,8265728,19853312
churn,128,503,g0,0.035100,524,589,1,128,192,22,4300800,8265728,19853312
type_churn,8,0,g0,0.068000,2,66,1,0,0,22,1150976,5619712,19853312
type_churn,8,100,delta,0.002400,9,66,2,0,0,23,1150976,5619712,19853312
type_churn,8,500,delta,0.002400,9,66,2,0,0,23,1150976,5619712,19853312
type_churn,8,501,g0,0.036600,11,75,1,0,0,22,1150976,5619712,19853312
type_churn,8,502,g0,0.034100,13,77,1,0,0,22,1150976,5619712,19853312
type_churn,8,503,g0,0.026900,15,79,1,0,0,22,1150976,5619712,19853312
