shape,n,run,phase,ms,identity_size,identity_capacity,type_slots,member_size,member_capacity,typeref_size,private_bytes,working_set,peak_working_set
enum,16384,2,parse,136.816600,2,66,1,0,0,22,6549504,10534912,11206656
enum,16384,2,publish_commit,0.954600,2,66,1,0,0,22,6549504,10534912,11206656
enum,16384,3,parse,136.717600,2,66,1,0,0,22,6643712,10452992,11206656
enum,16384,3,publish_commit,0.949300,2,66,1,0,0,22,6643712,10452992,11206656
fan_out,512,0,commit,0.086900,515,579,513,1024,1152,534,1417216,5881856,11206656
fan_out,512,1,commit,0.080500,515,579,513,1536,1728,534,1417216,5881856,11206656
fan_out,512,2,commit,0.079500,515,579,513,2048,2304,534,1417216,5898240,11206656
fan_out,512,3,commit,0.086000,515,579,513,2560,2880,534,1417216,5906432,11206656
fan_in,512,0,commit,0.243100,517,581,514,1024,1152,535,1519616,5980160,11206656
fan_in,512,1,commit,0.236900,517,581,514,1536,1728,535,1519616,6000640,11206656
fan_in,512,2,commit,0.233300,517,581,514,2048,2304,535,1519616,6004736,11206656
fan_in,512,3,commit,0.234500,517,581,514,2560,2880,535,1519616,6004736,11206656
fan_out,2048,0,commit,0.832500,2051,2307,2049,4096,4608,2070,2969600,7274496,11206656
fan_out,2048,1,commit,0.819000,2051,2307,2049,6144,6912,2070,2600960,7041024,11206656
fan_out,2048,2,commit,0.830100,2051,2307,2049,8192,9216,2070,2609152,7041024,11206656
fan_out,2048,3,commit,0.798700,2051,2307,2049,10240,11520,2070,3084288,7274496,11206656
fan_in,2048,0,commit,1.137700,2053,2309,2050,4096,4608,2071,2334720,6795264,11206656
fan_in,2048,1,commit,1.145600,2053,2309,2050,6144,6912,2071,2506752,6905856,11206656
fan_in,2048,2,commit,1.164100,2053,2309,2050,8192,9216,2071,2486272,6889472,11206656
fan_in,2048,3,commit,1.170500,2053,2309,2050,10240,11520,2071,2469888,6914048,11206656
fan_out,8192,0,commit,10.409100,8195,9219,8193,16384,18432,8214,8728576,12521472,12877824
fan_out,8192,1,commit,10.382900,8195,9219,8193,24576,27648,8214,8683520,12517376,12877824
fan_out,8192,2,commit,10.366100,8195,9219,8193,32768,36864,8214,8654848,12496896,12877824
fan_out,8192,3,commit,10.436100,8195,9219,8193,40960,46080,8214,7565312,11583488,12877824
fan_in,8192,0,commit,7.353400,8197,9221,8194,16384,18432,8215,7331840,11206656,12877824
fan_in,8192,1,commit,7.320600,8197,9221,8194,24576,27648,8215,7143424,11214848,13025280
fan_in,8192,2,commit,7.576200,8197,9221,8194,32768,36864,8215,7380992,11173888,13025280
fan_in,8192,3,commit,7.447500,8197,9221,8194,40960,46080,8215,7041024,11202560,13185024
fan_out,16384,0,commit,39.201000,16387,18435,16385,32768,36864,16406,14954496,18456576,19947520
fan_out,16384,1,commit,39.888300,16387,18435,16385,49152,55296,16406,15429632,18726912,19947520
fan_out,16384,2,commit,39.346800,16387,18435,16385,65536,73728,16406,16773120,19759104,19947520
fan_out,16384,3,commit,39.225600,16387,18435,16385,81920,92160,16406,13680640,17453056,19947520
fan_in,16384,0,commit,22.755800,16389,18437,16386,32768,36864,16407,11767808,15691776,19947520
fan_in,16384,1,commit,22.408100,16389,18437,16386,49152,55296,16407,12148736,15757312,19947520
fan_in,16384,2,commit,23.391200,16389,18437,16386,65536,73728,16407,12218368,15953920,19947520
fan_in,16384,3,commit,22.479800,16389,18437,16386,81920,92160,16407,12546048,16248832,19947520
churn,128,0,g0,0.110700,131,195,1,128,192,22,1335296,5812224,19947520
churn,128,100,delta,0.008000,131,195,1,12928,13536,22,1925120,6324224,19947520
churn,128,500,delta,0.008000,131,195,1,64128,65232,22,4472832,8511488,19947520
churn,128,501,g0,0.061800,262,326,1,128,192,22,4472832,8511488,19947520
churn,128,502,g0,0.039000,393,457,1,128,192,22,4472832,8511488,19947520
churn,128,503,g0,0.035700,524,589,1,128,192,22,4472832,8511488,19947520
type_churn,8,0,g0,0.068400,2,66,1,0,0,22,1335296,5812224,19947520
type_churn,8,100,delta,0.002400,9,66,2,0,0,23,1335296,5816320,19947520
type_churn,8,500,delta,0.002400,9,66,2,0,0,23,1335296,5816320,19947520
type_churn,8,501,g0,0.038000,11,75,1,0,0,22,1335296,5816320,19947520
type_churn,8,502,g0,0.028400,13,77,1,0,0,22,1335296,5816320,19947520
type_churn,8,503,g0,0.026800,15,79,1,0,0,22,1335296,5816320,19947520
